OID_,Name,StructType,Project_Id,ProjectLnk,Status,Appear_Dt,Appear_Src,Disapp_Dt,Disapp_Src,Model_ID,Model_Cred,ModelBatch,Model_File,Model_Dt,Model_Note,Model_LOD,Survey_Dt,Survey_Src,Centr_Lat,Centr_Lon,Centr_X_Ft,Centr_Y_Ft,Gnd_El_Ft,Z_Max_Ft,Z_MIn_Ft,Height_Ft,Tile_ID,Parcel_ID,Struct_ID,StructUse,GoogleLnk,NearMapLnk,Struct_Lnk,Parcel_Lnk,Editor,Edit_Dt,EditAction,QA_Issue,QA_Flag,RecInitUser,RecInitDt,RecModUser,RecModDt
11,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_M1DLNJG,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.365565153883672,-71.062421966632868,43321.678176287998213,55641.4140625,9.674201579908130,21.522397500011699,-1.039893333334480,11.848195920103569,BOS_H_3,,,,"https://www.google.com/maps/search//@42.3635651538837,-71.0624219666329,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3655651538837,-71.0624219666329,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
12,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_O11D858,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.365007823537702,-71.064810774831585,42677.148445089042070,55435.0078125,8.615296517307060,95.800464166677600,-1.309905916656130,87.185167649370541,BOS_H_3,,,,"https://www.google.com/maps/search//@42.3630078235377,-71.0648107748316,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3650078235377,-71.0648107748316,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
13,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_18B07B0,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.365258998023549,-71.055860552965569,45095.455453007831238,55539.0078125,7.139858538505890,69.258522500007501,-1.470010583332620,62.118663961501611,BOS_I_3,,,,"https://www.google.com/maps/search//@42.3632589980235,-71.0558605529656,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3652589980235,-71.0558605529656,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
14,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_6FWWJLT,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.365358543789178,-71.058031949849948,44508.453244861098938,55572.2382812,9.485150318705760,64.435697500011898,-1.300063416667400,54.950547181306135,BOS_H_3,,,,"https://www.google.com/maps/search//@42.3633585437892,-71.0580319498499,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3653585437892,-71.0580319498499,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
15,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_IW5IKN3,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.365167148827446,-71.068199770472788,41760.983007293485571,55488.4140625,13.178231904189801,40.649655833345598,-0.220013083322556,27.471423929155797,BOS_H_3,,,,"https://www.google.com/maps/search//@42.3631671488274,-71.0681997704728,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3651671488274,-71.0681997704728,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
16,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_AZSQA9M,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.364994165240752,-71.058002404029338,44517.126024678349495,55439.4921875,9.976865659486370,124.015630833339003,-0.869946166654699,114.038765173852639,BOS_H_3,,,,"https://www.google.com/maps/search//@42.3629941652408,-71.0580024040293,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3649941652408,-71.0580024040293,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
17,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_8BNTESD,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.364905362369583,-71.068163677348494,41771.220046282192925,55393.0625000,16.357550469019898,40.354380833334297,0.529985416666023,23.996830364314398,BOS_H_3,,,,"https://www.google.com/maps/search//@42.362905362369595,-71.0681636773485,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3649053623696,-71.0681636773485,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
18,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_VV2B37S,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.364546258485738,-71.068724716408454,41620.261337707524945,55261.4296875,7.069383574698940,158.529997500008989,-0.440156999989995,151.460613925310042,BOS_H_3,,,,"https://www.google.com/maps/search//@42.3625462584857,-71.0687247164085,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3645462584857,-71.0687247164085,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
19,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_3FN56MJ,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.364463045544127,-71.051546107083013,46262.947959635712323,55255.0468750,10.200950991036899,58.825472500000600,-1.119945666665440,48.624521508963703,BOS_I_3,,,,"https://www.google.com/maps/search//@42.3624630455441,-71.051546107083,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3644630455441,-71.051546107083,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
20,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_C78UROF,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.364267420000033,-71.053226795999933,45809.193814560770988,55181.8945312,23.759757933274599,77.591839166678298,3.099862166665840,53.832081233403699,BOS_I_3,,,,"https://www.google.com/maps/search//@42.362267419999995,-71.0532267959999,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.36426742,-71.0532267959999,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
21,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_YIR50TH,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.363945693057516,-71.054647024810862,45425.907099167699926,55062.1250000,21.185818726792501,76.115464166665305,2.449929083333700,54.929645439872800,BOS_I_3,,,,"https://www.google.com/maps/search//@42.3619456930575,-71.0546470248109,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3639456930575,-71.0546470248109,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
22,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_LSATYC8,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.363888568000050,-71.062401063666627,43330.461676662169339,55030.4609375,8.329721758637509,79.593147500010701,-1.300063416667400,71.263425741373197,BOS_H_3,,,,"https://www.google.com/maps/search//@42.361888568,-71.0624010636666,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.363888568,-71.0624010636666,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
23,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_F17EP8B,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.363658349063591,-71.055404028735296,45221.870561606789124,54956.3437500,11.512781515213801,44.422614166673199,0.320012083335314,32.909832651459396,BOS_I_4,,,,"https://www.google.com/maps/search//@42.361658349063596,-71.0554040287353,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3636583490636,-71.0554040287353,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
24,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_OM0ZGUU,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.363627094353305,-71.069611013959999,41382.429229285822657,54925.2617188,9.474242365911319,51.410789166679002,-1.190155499993120,41.936546800767687,BOS_H_4,,,,"https://www.google.com/maps/search//@42.361627094353295,-71.06961101396,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3636270943533,-71.06961101396,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
25,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_G5M24VC,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.362898891518121,-71.069521452932889,41407.972267273806210,54660.0117188,2.026130111713360,156.823964166672994,-2.670139416659370,154.797834054959623,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3608988915181,-71.0695214529329,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3628988915181,-71.0695214529329,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
26,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_7DUKTEP,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.363211717715288,-71.055437810624412,45213.588811569607060,54793.5351562,17.298765547401999,76.345122500002603,1.809838500004840,59.046356952600604,BOS_I_4,,,,"https://www.google.com/maps/search//@42.3612117177153,-71.0554378106244,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3632117177153,-71.0554378106244,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
27,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_CS9MYN8,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.363399314037459,-71.056894011827538,44819.686601836954651,54859.8515625,10.966097153869899,32.480380833338103,-0.829919999989215,21.514283679468203,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3613993140375,-71.0568940118275,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3633993140375,-71.0568940118275,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
28,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_MI8FO5O,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.363037417682705,-71.051318993876478,46327.058284188715334,54735.8437500,9.163110968092210,138.123214166670010,-1.499866166661380,128.960103198577798,BOS_I_4,,,,"https://www.google.com/maps/search//@42.361037417682695,-71.0513189938765,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3630374176827,-71.0513189938765,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
29,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_PJG9LCE,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.362817193200264,-71.054567979579659,45449.416950692721002,54650.9882812,8.797667870479231,28.608997500006801,-1.340089583332880,19.811329629527570,BOS_I_4,,,,"https://www.google.com/maps/search//@42.3608171932003,-71.0545679795797,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3628171932003,-71.0545679795797,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
30,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_TNAHXKV,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.362748680362415,-71.055232385185278,45269.986339817034604,54625.0820312,18.591768043177900,88.713864166667904,-0.360104666659026,70.122096123489996,BOS_I_4,,,,"https://www.google.com/maps/search//@42.3607486803624,-71.0552323851853,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3627486803624,-71.0552323851853,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
31,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_DM1AR7M,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.362644236383126,-71.067263436436818,42018.689685002638726,54570.2968750,4.100762733586970,91.568189166675396,-2.030048833330510,87.467426433088420,BOS_H_4,,,,"https://www.google.com/maps/search//@42.360644236383095,-71.0672634364368,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3626442363831,-71.0672634364368,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
32,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_YG352YJ,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.361951438000062,-71.051778826999964,46204.325570225715637,54338.8671875,8.679407121721820,65.649605833343202,-1.550062916663590,56.970198711621379,BOS_I_4,,,,"https://www.google.com/maps/search//@42.359951438000095,-71.051778827,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3619514380001,-71.051778827,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
33,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_YULPVQV,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.362174194000033,-71.065791835999960,42418.003090381622314,54401.0546875,9.382142122148320,137.171772500005005,-1.139958749990910,127.789630377856682,BOS_H_4,,,,"https://www.google.com/maps/search//@42.360174193999995,-71.065791836,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.362174194,-71.065791836,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
34,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_974019P,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.362212463036471,-71.069641237577855,41376.862146299718006,54409.6992188,10.469874393998801,43.372747500005097,-0.670143416660721,32.902873106006297,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3602124630365,-71.0696412375779,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3622124630365,-71.0696412375779,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
35,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_DQ71DI2,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.361908057316526,-71.069025718470371,41543.773126135987695,54299.6054688,10.426749860152301,65.977689166669705,-0.809906916663749,55.550939306517407,BOS_H_4,,,,"https://www.google.com/maps/search//@42.359908057316495,-71.0690257184704,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3619080573165,-71.0690257184704,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
36,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_TRQ0YY0,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.361737484680773,-71.053145499444668,45835.914014025700453,54259.5312500,8.605124376194381,67.191597500001095,-1.289892833330670,58.586473123806712,BOS_I_4,,,,"https://www.google.com/maps/search//@42.3597374846808,-71.0531454994447,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3617374846808,-71.0531454994447,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
37,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_Z8BDPPH,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.361844229500058,-71.062169976499973,43396.737849182689388,54285.7851562,25.344529542006399,174.573272500012990,4.040149000007660,149.228742958006592,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3598442295001,-71.0621699765,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3618442295001,-71.0621699765,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
38,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_RABKZBY,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.361742527426053,-71.061139332140158,43675.472912899735093,54250.1523438,18.263373265122802,127.427697500009998,1.670075000001820,109.164324234887204,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3597425274261,-71.0611393321402,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3617425274261,-71.0611393321402,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
